depth	ratio(N/Ti)
4.916e-07	0.954498
4.918e-07	0.954494
4.92e-07	0.954491
4.922e-07	0.954488
4.924e-07	0.954485
4.926e-07	0.954481
4.928e-07	0.954478
4.93e-07	0.954475
4.932e-07	0.954472
4.934e-07	0.954468
4.936e-07	0.954465
4.938e-07	0.954462
4.94e-07	0.954459
4.942e-07	0.954455
4.944e-07	0.954452
4.946e-07	0.954449
4.948e-07	0.954446
4.95e-07	0.954442
4.952e-07	0.954439
4.954e-07	0.954436
4.956e-07	0.954432
4.958e-07	0.954429
4.96e-07	0.954426
4.962e-07	0.954423
4.964e-07	0.954419
4.966e-07	0.954416
4.968e-07	0.954413
4.97e-07	0.954409
4.972e-07	0.954406
4.974e-07	0.954403
4.976e-07	0.954399
4.978e-07	0.954396
4.98e-07	0.954393
4.982e-07	0.954389
4.984e-07	0.954386
4.986e-07	0.954383
4.988e-07	0.954379
4.99e-07	0.954376
4.992e-07	0.954373
4.994e-07	0.954369
4.996e-07	0.954366
4.998e-07	0.954362
5e-07	0.954359
5.002e-07	0.954356
5.004e-07	0.954352
5.006e-07	0.954349
5.008e-07	0.954346
5.01e-07	0.954342
5.012e-07	0.954339
5.014e-07	0.954335
5.016e-07	0.954332
5.018e-07	0.954329
5.02e-07	0.954325
5.022e-07	0.954322
5.024e-07	0.954318
5.026e-07	0.954315
5.028e-07	0.954311
5.03e-07	0.954308
5.032e-07	0.954305
5.034e-07	0.954301
5.036e-07	0.954298
5.038e-07	0.954294
5.04e-07	0.954291
5.042e-07	0.954287
5.044e-07	0.954284
5.046e-07	0.95428
5.048e-07	0.954277
5.05e-07	0.954273
5.052e-07	0.95427
5.054e-07	0.954267
5.056e-07	0.954263
5.058e-07	0.95426
5.06e-07	0.954256
5.062e-07	0.954253
5.064e-07	0.954249
5.066e-07	0.954246
5.068e-07	0.954242
5.07e-07	0.954239
5.072e-07	0.954235
5.074e-07	0.954232
5.076e-07	0.954228
5.078e-07	0.954225
5.08e-07	0.954221
5.082e-07	0.954217
5.084e-07	0.954214
5.086e-07	0.95421
5.088e-07	0.954207
5.09e-07	0.954203
5.092e-07	0.9542
5.094e-07	0.954196
5.096e-07	0.954193
5.098e-07	0.954189
5.1e-07	0.954186
5.102e-07	0.954182
5.104e-07	0.954178
5.106e-07	0.954175
5.108e-07	0.954171
5.11e-07	0.954168
5.112e-07	0.954164
5.114e-07	0.954161
5.116e-07	0.954157
5.118e-07	0.954153
5.12e-07	0.95415
5.122e-07	0.954146
5.124e-07	0.954142
5.126e-07	0.954139
5.128e-07	0.954135
5.13e-07	0.954132
5.132e-07	0.954128
5.134e-07	0.954124
5.136e-07	0.954121
5.138e-07	0.954117
5.14e-07	0.954113
5.142e-07	0.95411
5.144e-07	0.954106
5.146e-07	0.954103
5.148e-07	0.954099
5.15e-07	0.954095
5.152e-07	0.954092
5.154e-07	0.954088
5.156e-07	0.954084
5.158e-07	0.95408
5.16e-07	0.954077
5.162e-07	0.954073
5.164e-07	0.954069
5.166e-07	0.954066
5.168e-07	0.954062
5.17e-07	0.954058
5.172e-07	0.954055
5.174e-07	0.954051
5.176e-07	0.954047
5.178e-07	0.954043
5.18e-07	0.95404
5.182e-07	0.954036
5.184e-07	0.954032
5.186e-07	0.954029
5.188e-07	0.954025
5.19e-07	0.954021
5.192e-07	0.954017
5.194e-07	0.954014
5.196e-07	0.95401
5.198e-07	0.954006
5.2e-07	0.954002
5.202e-07	0.953999
5.204e-07	0.953995
5.206e-07	0.953991
5.208e-07	0.953987
5.21e-07	0.953983
5.212e-07	0.95398
5.214e-07	0.953976
5.216e-07	0.953972
5.218e-07	0.953968
5.22e-07	0.953964
5.222e-07	0.953961
5.224e-07	0.953957
5.226e-07	0.953953
5.228e-07	0.953949
5.23e-07	0.953945
5.232e-07	0.953942
5.234e-07	0.953938
5.236e-07	0.953934
5.238e-07	0.95393
5.24e-07	0.953926
5.242e-07	0.953922
5.244e-07	0.953918
5.246e-07	0.953915
5.248e-07	0.953911
5.25e-07	0.953907
5.252e-07	0.953903
5.254e-07	0.953899
5.256e-07	0.953895
5.258e-07	0.953891
5.26e-07	0.953887
5.262e-07	0.953884
5.264e-07	0.95388
5.266e-07	0.953876
5.268e-07	0.953872
5.27e-07	0.953868
5.272e-07	0.953864
5.274e-07	0.95386
5.276e-07	0.953856
5.278e-07	0.953852
5.28e-07	0.953848
5.282e-07	0.953844
5.284e-07	0.95384
5.286e-07	0.953836
5.288e-07	0.953833
5.29e-07	0.953829
5.292e-07	0.953825
5.294e-07	0.953821
5.296e-07	0.953817
5.298e-07	0.953813
5.3e-07	0.953809
5.302e-07	0.953805
5.304e-07	0.953801
5.306e-07	0.953797
5.308e-07	0.953793
5.31e-07	0.953789
5.312e-07	0.953785
5.314e-07	0.953781
5.316e-07	0.953777
5.318e-07	0.953773
5.32e-07	0.953769
5.322e-07	0.953765
5.324e-07	0.953761
5.326e-07	0.953757
5.328e-07	0.953753
5.33e-07	0.953749
5.332e-07	0.953745
5.334e-07	0.95374
5.336e-07	0.953736
5.338e-07	0.953732
5.34e-07	0.953728
5.342e-07	0.953724
5.344e-07	0.95372
5.346e-07	0.953716
5.348e-07	0.953712
5.35e-07	0.953708
5.352e-07	0.953704
5.354e-07	0.9537
5.356e-07	0.953696
5.358e-07	0.953692
5.36e-07	0.953687
5.362e-07	0.953683
5.364e-07	0.953679
5.366e-07	0.953675
5.368e-07	0.953671
5.37e-07	0.953667
5.372e-07	0.953663
5.374e-07	0.953659
5.376e-07	0.953654
5.378e-07	0.95365
5.38e-07	0.953646
5.382e-07	0.953642
5.384e-07	0.953638
5.386e-07	0.953634
5.388e-07	0.953629
5.39e-07	0.953625
5.392e-07	0.953621
5.394e-07	0.953617
5.396e-07	0.953613
5.398e-07	0.953609
5.4e-07	0.953604
5.402e-07	0.9536
5.404e-07	0.953596
5.406e-07	0.953592
5.408e-07	0.953587
5.41e-07	0.953583
5.412e-07	0.953579
5.414e-07	0.953575
5.416e-07	0.953571
5.418e-07	0.953566
5.42e-07	0.953562
5.422e-07	0.953558
5.424e-07	0.953554
5.426e-07	0.953549
5.428e-07	0.953545
5.43e-07	0.953541
5.432e-07	0.953536
5.434e-07	0.953532
5.436e-07	0.953528
5.438e-07	0.953524
5.44e-07	0.953519
5.442e-07	0.953515
5.444e-07	0.953511
5.446e-07	0.953506
5.448e-07	0.953502
5.45e-07	0.953498
5.452e-07	0.953494
5.454e-07	0.953489
5.456e-07	0.953485
5.458e-07	0.953481
5.46e-07	0.953476
5.462e-07	0.953472
5.464e-07	0.953467
5.466e-07	0.953463
5.468e-07	0.953459
5.47e-07	0.953454
5.472e-07	0.95345
5.474e-07	0.953446
5.476e-07	0.953441
5.478e-07	0.953437
5.48e-07	0.953433
5.482e-07	0.953428
5.484e-07	0.953424
5.486e-07	0.953419
5.488e-07	0.953415
5.49e-07	0.953411
5.492e-07	0.953406
5.494e-07	0.953402
5.496e-07	0.953397
5.498e-07	0.953393
5.5e-07	0.953388
5.502e-07	0.953384
5.504e-07	0.953379
5.506e-07	0.953375
5.508e-07	0.953371
5.51e-07	0.953366
5.512e-07	0.953362
5.514e-07	0.953357
5.516e-07	0.953353
5.518e-07	0.953348
5.52e-07	0.953344
5.522e-07	0.953339
5.524e-07	0.953335
5.526e-07	0.95333
5.528e-07	0.953326
5.53e-07	0.953321
5.532e-07	0.953317
5.534e-07	0.953312
5.536e-07	0.953308
5.538e-07	0.953303
5.54e-07	0.953299
5.542e-07	0.953294
5.544e-07	0.95329
5.546e-07	0.953285
5.548e-07	0.95328
5.55e-07	0.953276
5.552e-07	0.953271
5.554e-07	0.953267
5.556e-07	0.953262
5.558e-07	0.953258
5.56e-07	0.953253
5.562e-07	0.953248
5.564e-07	0.953244
5.566e-07	0.953239
5.568e-07	0.953235
5.57e-07	0.95323
5.572e-07	0.953225
5.574e-07	0.953221
5.576e-07	0.953216
5.578e-07	0.953212
5.58e-07	0.953207
5.582e-07	0.953202
5.584e-07	0.953198
5.586e-07	0.953193
5.588e-07	0.953188
5.59e-07	0.953184
5.592e-07	0.953179
5.594e-07	0.953174
5.596e-07	0.95317
5.598e-07	0.953165
5.6e-07	0.95316
5.602e-07	0.953156
5.604e-07	0.953151
5.606e-07	0.953146
5.608e-07	0.953142
5.61e-07	0.953137
5.612e-07	0.953132
5.614e-07	0.953127
5.616e-07	0.953123
5.618e-07	0.953118
5.62e-07	0.953113
5.622e-07	0.953108
5.624e-07	0.953104
5.626e-07	0.953099
5.628e-07	0.953094
5.63e-07	0.953089
5.632e-07	0.953085
5.634e-07	0.95308
5.636e-07	0.953075
5.638e-07	0.95307
5.64e-07	0.953066
5.642e-07	0.953061
5.644e-07	0.953056
5.646e-07	0.953051
5.648e-07	0.953046
5.65e-07	0.953042
5.652e-07	0.953037
5.654e-07	0.953032
5.656e-07	0.953027
5.658e-07	0.953022
5.66e-07	0.953017
5.662e-07	0.953013
5.664e-07	0.953008
5.666e-07	0.953003
5.668e-07	0.952998
5.67e-07	0.952993
5.672e-07	0.952988
5.674e-07	0.952983
5.676e-07	0.952978
5.678e-07	0.952974
5.68e-07	0.952969
5.682e-07	0.952964
5.684e-07	0.952959
5.686e-07	0.952954
5.688e-07	0.952949
5.69e-07	0.952944
5.692e-07	0.952939
5.694e-07	0.952934
5.696e-07	0.952929
5.698e-07	0.952924
5.7e-07	0.952919
5.702e-07	0.952914
5.704e-07	0.95291
5.706e-07	0.952905
5.708e-07	0.9529
5.71e-07	0.952895
5.712e-07	0.95289
5.714e-07	0.952885
5.716e-07	0.95288
5.718e-07	0.952875
5.72e-07	0.95287
5.722e-07	0.952865
5.724e-07	0.95286
5.726e-07	0.952855
5.728e-07	0.95285
5.73e-07	0.952845
5.732e-07	0.95284
5.734e-07	0.952834
5.736e-07	0.952829
5.738e-07	0.952824
5.74e-07	0.952819
5.742e-07	0.952814
5.744e-07	0.952809
5.746e-07	0.952804
5.748e-07	0.952799
5.75e-07	0.952794
5.752e-07	0.952789
5.754e-07	0.952784
5.756e-07	0.952779
5.758e-07	0.952774
5.76e-07	0.952768
5.762e-07	0.952763
5.764e-07	0.952758
5.766e-07	0.952753
5.768e-07	0.952748
5.77e-07	0.952743
5.772e-07	0.952738
5.774e-07	0.952733
5.776e-07	0.952727
5.778e-07	0.952722
5.78e-07	0.952717
5.782e-07	0.952712
5.784e-07	0.952707
5.786e-07	0.952701
5.788e-07	0.952696
5.79e-07	0.952691
5.792e-07	0.952686
5.794e-07	0.952681
5.796e-07	0.952675
5.798e-07	0.95267
5.8e-07	0.952665
5.802e-07	0.95266
5.804e-07	0.952655
5.806e-07	0.952649
5.808e-07	0.952644
5.81e-07	0.952639
5.812e-07	0.952634
5.814e-07	0.952628
5.816e-07	0.952623
5.818e-07	0.952618
5.82e-07	0.952612
5.822e-07	0.952607
5.824e-07	0.952602
5.826e-07	0.952597
5.828e-07	0.952591
5.83e-07	0.952586
5.832e-07	0.952581
5.834e-07	0.952575
5.836e-07	0.95257
5.838e-07	0.952565
5.84e-07	0.952559
5.842e-07	0.952554
5.844e-07	0.952549
5.846e-07	0.952543
5.848e-07	0.952538
5.85e-07	0.952533
5.852e-07	0.952527
5.854e-07	0.952522
5.856e-07	0.952516
5.858e-07	0.952511
5.86e-07	0.952506
5.862e-07	0.9525
5.864e-07	0.952495
5.866e-07	0.952489
5.868e-07	0.952484
5.87e-07	0.952479
5.872e-07	0.952473
5.874e-07	0.952468
5.876e-07	0.952462
5.878e-07	0.952457
5.88e-07	0.952451
5.882e-07	0.952446
5.884e-07	0.95244
5.886e-07	0.952435
5.888e-07	0.952429
5.89e-07	0.952424
5.892e-07	0.952418
5.894e-07	0.952413
5.896e-07	0.952407
5.898e-07	0.952402
5.9e-07	0.952396
5.902e-07	0.952391
5.904e-07	0.952385
5.906e-07	0.95238
5.908e-07	0.952374
5.91e-07	0.952369
5.912e-07	0.952363
5.914e-07	0.952358
5.916e-07	0.952352
5.918e-07	0.952346
5.92e-07	0.952341
5.922e-07	0.952335
5.924e-07	0.95233
5.926e-07	0.952324
5.928e-07	0.952318
5.93e-07	0.952313
5.932e-07	0.952307
5.934e-07	0.952302
5.936e-07	0.952296
5.938e-07	0.95229
5.94e-07	0.952285
5.942e-07	0.952279
5.944e-07	0.952273
5.946e-07	0.952268
5.948e-07	0.952262
5.95e-07	0.952256
5.952e-07	0.952251
5.954e-07	0.952245
5.956e-07	0.952239
5.958e-07	0.952234
5.96e-07	0.952228
5.962e-07	0.952222
5.964e-07	0.952217
5.966e-07	0.952211
5.968e-07	0.952205
5.97e-07	0.952199
5.972e-07	0.952194
5.974e-07	0.952188
5.976e-07	0.952182
5.978e-07	0.952176
5.98e-07	0.952171
5.982e-07	0.952165
5.984e-07	0.952159
5.986e-07	0.952153
5.988e-07	0.952148
5.99e-07	0.952142
5.992e-07	0.952136
5.994e-07	0.95213
5.996e-07	0.952124
5.998e-07	0.952118
6e-07	0.952113
6.002e-07	0.952107
6.004e-07	0.952101
6.006e-07	0.952095
6.008e-07	0.952089
6.01e-07	0.952083
6.012e-07	0.952078
6.014e-07	0.952072
6.016e-07	0.952066
6.018e-07	0.95206
6.02e-07	0.952054
6.022e-07	0.952048
6.024e-07	0.952042
6.026e-07	0.952036
6.028e-07	0.95203
6.03e-07	0.952024
6.032e-07	0.952019
6.034e-07	0.952013
6.036e-07	0.952007
6.038e-07	0.952001
6.04e-07	0.951995
6.042e-07	0.951989
6.044e-07	0.951983
6.046e-07	0.951977
6.048e-07	0.951971
6.05e-07	0.951965
6.052e-07	0.951959
6.054e-07	0.951953
6.056e-07	0.951947
6.058e-07	0.951941
6.06e-07	0.951935
6.062e-07	0.951929
6.064e-07	0.951923
6.066e-07	0.951917
6.068e-07	0.951911
6.07e-07	0.951905
6.072e-07	0.951899
6.074e-07	0.951892
6.076e-07	0.951886
6.078e-07	0.95188
6.08e-07	0.951874
6.082e-07	0.951868
6.084e-07	0.951862
6.086e-07	0.951856
6.088e-07	0.95185
6.09e-07	0.951844
6.092e-07	0.951838
6.094e-07	0.951831
6.096e-07	0.951825
6.098e-07	0.951819
6.1e-07	0.951813
6.102e-07	0.951807
6.104e-07	0.951801
6.106e-07	0.951794
6.108e-07	0.951788
6.11e-07	0.951782
6.112e-07	0.951776
6.114e-07	0.95177
6.116e-07	0.951764
6.118e-07	0.951757
6.12e-07	0.951751
6.122e-07	0.951745
6.124e-07	0.951739
6.126e-07	0.951732
6.128e-07	0.951726
6.13e-07	0.95172
6.132e-07	0.951714
6.134e-07	0.951707
6.136e-07	0.951701
6.138e-07	0.951695
6.14e-07	0.951688
6.142e-07	0.951682
6.144e-07	0.951676
6.146e-07	0.95167
6.148e-07	0.951663
6.15e-07	0.951657
6.152e-07	0.951651
6.154e-07	0.951644
6.156e-07	0.951638
6.158e-07	0.951632
6.16e-07	0.951625
6.162e-07	0.951619
6.164e-07	0.951612
6.166e-07	0.951606
6.168e-07	0.9516
6.17e-07	0.951593
6.172e-07	0.951587
6.174e-07	0.951581
6.176e-07	0.951574
6.178e-07	0.951568
6.18e-07	0.951561
6.182e-07	0.951555
6.184e-07	0.951548
6.186e-07	0.951542
6.188e-07	0.951535
6.19e-07	0.951529
6.192e-07	0.951523
6.194e-07	0.951516
6.196e-07	0.95151
6.198e-07	0.951503
6.2e-07	0.951497
6.202e-07	0.95149
6.204e-07	0.951484
6.206e-07	0.951477
6.208e-07	0.951471
6.21e-07	0.951464
6.212e-07	0.951457
6.214e-07	0.951451
6.216e-07	0.951444
6.218e-07	0.951438
6.22e-07	0.951431
6.222e-07	0.951425
6.224e-07	0.951418
6.226e-07	0.951411
6.228e-07	0.951405
6.23e-07	0.951398
6.232e-07	0.951392
6.234e-07	0.951385
6.236e-07	0.951378
6.238e-07	0.951372
6.24e-07	0.951365
6.242e-07	0.951358
6.244e-07	0.951352
6.246e-07	0.951345
6.248e-07	0.951338
6.25e-07	0.951332
6.252e-07	0.951325
6.254e-07	0.951318
6.256e-07	0.951312
6.258e-07	0.951305
6.26e-07	0.951298
6.262e-07	0.951292
6.264e-07	0.951285
6.266e-07	0.951278
6.268e-07	0.951271
6.27e-07	0.951265
6.272e-07	0.951258
6.274e-07	0.951251
6.276e-07	0.951244
6.278e-07	0.951238
6.28e-07	0.951231
6.282e-07	0.951224
6.284e-07	0.951217
6.286e-07	0.95121
6.288e-07	0.951204
6.29e-07	0.951197
6.292e-07	0.95119
6.294e-07	0.951183
6.296e-07	0.951176
6.298e-07	0.951169
6.3e-07	0.951162
6.302e-07	0.951156
6.304e-07	0.951149
6.306e-07	0.951142
6.308e-07	0.951135
6.31e-07	0.951128
6.312e-07	0.951121
6.314e-07	0.951114
6.316e-07	0.951107
6.318e-07	0.9511
6.32e-07	0.951093
6.322e-07	0.951086
6.324e-07	0.95108
6.326e-07	0.951073
6.328e-07	0.951066
6.33e-07	0.951059
6.332e-07	0.951052
6.334e-07	0.951045
6.336e-07	0.951038
6.338e-07	0.951031
6.34e-07	0.951024
6.342e-07	0.951017
6.344e-07	0.95101
6.346e-07	0.951003
6.348e-07	0.950996
6.35e-07	0.950988
6.352e-07	0.950981
6.354e-07	0.950974
6.356e-07	0.950967
6.358e-07	0.95096
6.36e-07	0.950953
6.362e-07	0.950946
6.364e-07	0.950939
6.366e-07	0.950932
6.368e-07	0.950925
6.37e-07	0.950918
6.372e-07	0.95091
6.374e-07	0.950903
6.376e-07	0.950896
6.378e-07	0.950889
6.38e-07	0.950882
6.382e-07	0.950875
6.384e-07	0.950867
6.386e-07	0.95086
6.388e-07	0.950853
6.39e-07	0.950846
6.392e-07	0.950839
6.394e-07	0.950831
6.396e-07	0.950824
6.398e-07	0.950817
6.4e-07	0.95081
6.402e-07	0.950802
6.404e-07	0.950795
6.406e-07	0.950788
6.408e-07	0.950781
6.41e-07	0.950773
6.412e-07	0.950766
6.414e-07	0.950759
6.416e-07	0.950751
6.418e-07	0.950744
6.42e-07	0.950737
6.422e-07	0.950729
6.424e-07	0.950722
6.426e-07	0.950715
6.428e-07	0.950707
6.43e-07	0.9507
6.432e-07	0.950693
6.434e-07	0.950685
6.436e-07	0.950678
6.438e-07	0.95067
6.44e-07	0.950663
6.442e-07	0.950656
6.444e-07	0.950648
6.446e-07	0.950641
6.448e-07	0.950633
6.45e-07	0.950626
6.452e-07	0.950618
6.454e-07	0.950611
6.456e-07	0.950604
6.458e-07	0.950596
6.46e-07	0.950589
6.462e-07	0.950581
6.464e-07	0.950574
6.466e-07	0.950566
6.468e-07	0.950559
6.47e-07	0.950551
6.472e-07	0.950543
6.474e-07	0.950536
6.476e-07	0.950528
6.478e-07	0.950521
6.48e-07	0.950513
6.482e-07	0.950506
6.484e-07	0.950498
6.486e-07	0.950491
6.488e-07	0.950483
6.49e-07	0.950475
6.492e-07	0.950468
6.494e-07	0.95046
6.496e-07	0.950452
6.498e-07	0.950445
6.5e-07	0.950437
6.502e-07	0.950429
6.504e-07	0.950422
6.506e-07	0.950414
6.508e-07	0.950406
6.51e-07	0.950399
6.512e-07	0.950391
6.514e-07	0.950383
6.516e-07	0.950376
6.518e-07	0.950368
6.52e-07	0.95036
6.522e-07	0.950352
6.524e-07	0.950345
6.526e-07	0.950337
6.528e-07	0.950329
6.53e-07	0.950321
6.532e-07	0.950314
6.534e-07	0.950306
6.536e-07	0.950298
6.538e-07	0.95029
6.54e-07	0.950282
6.542e-07	0.950275
6.544e-07	0.950267
6.546e-07	0.950259
6.548e-07	0.950251
6.55e-07	0.950243
6.552e-07	0.950235
6.554e-07	0.950227
6.556e-07	0.95022
6.558e-07	0.950212
6.56e-07	0.950204
6.562e-07	0.950196
6.564e-07	0.950188
6.566e-07	0.95018
6.568e-07	0.950172
6.57e-07	0.950164
6.572e-07	0.950156
6.574e-07	0.950148
6.576e-07	0.95014
6.578e-07	0.950132
6.58e-07	0.950124
6.582e-07	0.950116
6.584e-07	0.950108
6.586e-07	0.9501
6.588e-07	0.950092
6.59e-07	0.950084
6.592e-07	0.950076
6.594e-07	0.950068
6.596e-07	0.95006
6.598e-07	0.950052
6.6e-07	0.950044
6.602e-07	0.950036
6.604e-07	0.950028
6.606e-07	0.95002
6.608e-07	0.950011
6.61e-07	0.950003
6.612e-07	0.949995
6.614e-07	0.949987
6.616e-07	0.949979
6.618e-07	0.949971
6.62e-07	0.949963
6.622e-07	0.949954
6.624e-07	0.949946
6.626e-07	0.949938
6.628e-07	0.94993
6.63e-07	0.949922
6.632e-07	0.949913
6.634e-07	0.949905
6.636e-07	0.949897
6.638e-07	0.949889
6.64e-07	0.94988
6.642e-07	0.949872
6.644e-07	0.949864
6.646e-07	0.949856
6.648e-07	0.949847
6.65e-07	0.949839
6.652e-07	0.949831
6.654e-07	0.949822
6.656e-07	0.949814
6.658e-07	0.949806
6.66e-07	0.949797
6.662e-07	0.949789
6.664e-07	0.949781
6.666e-07	0.949772
6.668e-07	0.949764
6.67e-07	0.949756
6.672e-07	0.949747
6.674e-07	0.949739
6.676e-07	0.94973
6.678e-07	0.949722
6.68e-07	0.949713
6.682e-07	0.949705
6.684e-07	0.949697
6.686e-07	0.949688
6.688e-07	0.94968
6.69e-07	0.949671
6.692e-07	0.949663
6.694e-07	0.949654
6.696e-07	0.949646
6.698e-07	0.949637
6.7e-07	0.949629
6.702e-07	0.94962
6.704e-07	0.949611
6.706e-07	0.949603
6.708e-07	0.949594
6.71e-07	0.949586
6.712e-07	0.949577
6.714e-07	0.949569
6.716e-07	0.94956
6.718e-07	0.949551
6.72e-07	0.949543
6.722e-07	0.949534
6.724e-07	0.949526
6.726e-07	0.949517
6.728e-07	0.949508
6.73e-07	0.9495
6.732e-07	0.949491
6.734e-07	0.949482
6.736e-07	0.949473
6.738e-07	0.949465
6.74e-07	0.949456
6.742e-07	0.949447
6.744e-07	0.949439
6.746e-07	0.94943
6.748e-07	0.949421
6.75e-07	0.949412
6.752e-07	0.949404
6.754e-07	0.949395
6.756e-07	0.949386
6.758e-07	0.949377
6.76e-07	0.949368
6.762e-07	0.94936
6.764e-07	0.949351
6.766e-07	0.949342
6.768e-07	0.949333
6.77e-07	0.949324
6.772e-07	0.949315
6.774e-07	0.949306
6.776e-07	0.949298
6.778e-07	0.949289
6.78e-07	0.94928
6.782e-07	0.949271
6.784e-07	0.949262
6.786e-07	0.949253
6.788e-07	0.949244
6.79e-07	0.949235
6.792e-07	0.949226
6.794e-07	0.949217
6.796e-07	0.949208
6.798e-07	0.949199
6.8e-07	0.94919
6.802e-07	0.949181
6.804e-07	0.949172
6.806e-07	0.949163
6.808e-07	0.949154
6.81e-07	0.949145
6.812e-07	0.949136
6.814e-07	0.949127
6.816e-07	0.949118
6.818e-07	0.949109
6.82e-07	0.9491
6.822e-07	0.94909
6.824e-07	0.949081
6.826e-07	0.949072
6.828e-07	0.949063
6.83e-07	0.949054
6.832e-07	0.949045
6.834e-07	0.949036
6.836e-07	0.949026
6.838e-07	0.949017
6.84e-07	0.949008
6.842e-07	0.948999
6.844e-07	0.94899
6.846e-07	0.94898
6.848e-07	0.948971
6.85e-07	0.948962
6.852e-07	0.948953
6.854e-07	0.948943
6.856e-07	0.948934
6.858e-07	0.948925
6.86e-07	0.948916
6.862e-07	0.948906
6.864e-07	0.948897
6.866e-07	0.948888
6.868e-07	0.948878
6.87e-07	0.948869
6.872e-07	0.948859
6.874e-07	0.94885
6.876e-07	0.948841
6.878e-07	0.948831
6.88e-07	0.948822
6.882e-07	0.948813
6.884e-07	0.948803
6.886e-07	0.948794
6.888e-07	0.948784
6.89e-07	0.948775
6.892e-07	0.948765
6.894e-07	0.948756
6.896e-07	0.948746
6.898e-07	0.948737
6.9e-07	0.948727
6.902e-07	0.948718
6.904e-07	0.948708
6.906e-07	0.948699
6.908e-07	0.948689
6.91e-07	0.94868
6.912e-07	0.94867
6.914e-07	0.948661
6.916e-07	0.948651
6.918e-07	0.948641
6.92e-07	0.948632
6.922e-07	0.948622
6.924e-07	0.948613
6.926e-07	0.948603
6.928e-07	0.948593
6.93e-07	0.948584
6.932e-07	0.948574
6.934e-07	0.948564
6.936e-07	0.948555
6.938e-07	0.948545
6.94e-07	0.948535
6.942e-07	0.948525
6.944e-07	0.948516
6.946e-07	0.948506
6.948e-07	0.948496
6.95e-07	0.948486
6.952e-07	0.948477
6.954e-07	0.948467
6.956e-07	0.948457
6.958e-07	0.948447
6.96e-07	0.948437
6.962e-07	0.948428
6.964e-07	0.948418
6.966e-07	0.948408
6.968e-07	0.948398
6.97e-07	0.948388
6.972e-07	0.948378
6.974e-07	0.948368
6.976e-07	0.948358
6.978e-07	0.948349
6.98e-07	0.948339
6.982e-07	0.948329
6.984e-07	0.948319
6.986e-07	0.948309
6.988e-07	0.948299
6.99e-07	0.948289
6.992e-07	0.948279
6.994e-07	0.948269
6.996e-07	0.948259
6.998e-07	0.948249
7e-07	0.948239
7.002e-07	0.948229
7.004e-07	0.948219
7.006e-07	0.948209
7.008e-07	0.948199
7.01e-07	0.948188
7.012e-07	0.948178
7.014e-07	0.948168
7.016e-07	0.948158
7.018e-07	0.948148
7.02e-07	0.948138
7.022e-07	0.948128
7.024e-07	0.948118
7.026e-07	0.948107
7.028e-07	0.948097
7.03e-07	0.948087
7.032e-07	0.948077
7.034e-07	0.948067
7.036e-07	0.948056
7.038e-07	0.948046
7.04e-07	0.948036
7.042e-07	0.948026
7.044e-07	0.948015
7.046e-07	0.948005
7.048e-07	0.947995
7.05e-07	0.947984
7.052e-07	0.947974
7.054e-07	0.947964
7.056e-07	0.947953
7.058e-07	0.947943
7.06e-07	0.947933
7.062e-07	0.947922
7.064e-07	0.947912
7.066e-07	0.947902
7.068e-07	0.947891
7.07e-07	0.947881
7.072e-07	0.94787
7.074e-07	0.94786
7.076e-07	0.947849
7.078e-07	0.947839
7.08e-07	0.947828
7.082e-07	0.947818
7.084e-07	0.947808
7.086e-07	0.947797
7.088e-07	0.947786
7.09e-07	0.947776
7.092e-07	0.947765
7.094e-07	0.947755
7.096e-07	0.947744
7.098e-07	0.947734
7.1e-07	0.947723
7.102e-07	0.947713
7.104e-07	0.947702
7.106e-07	0.947691
7.108e-07	0.947681
7.11e-07	0.94767
7.112e-07	0.947659
7.114e-07	0.947649
7.116e-07	0.947638
7.118e-07	0.947627
7.12e-07	0.947617
7.122e-07	0.947606
7.124e-07	0.947595
7.126e-07	0.947584
7.128e-07	0.947574
7.13e-07	0.947563
7.132e-07	0.947552
7.134e-07	0.947541
7.136e-07	0.947531
7.138e-07	0.94752
7.14e-07	0.947509
7.142e-07	0.947498
7.144e-07	0.947487
7.146e-07	0.947476
7.148e-07	0.947466
7.15e-07	0.947455
7.152e-07	0.947444
7.154e-07	0.947433
7.156e-07	0.947422
7.158e-07	0.947411
7.16e-07	0.9474
7.162e-07	0.947389
7.164e-07	0.947378
7.166e-07	0.947367
7.168e-07	0.947356
7.17e-07	0.947345
7.172e-07	0.947334
7.174e-07	0.947323
7.176e-07	0.947312
7.178e-07	0.947301
7.18e-07	0.94729
7.182e-07	0.947279
7.184e-07	0.947268
7.186e-07	0.947257
7.188e-07	0.947246
7.19e-07	0.947235
7.192e-07	0.947223
7.194e-07	0.947212
7.196e-07	0.947201
7.198e-07	0.94719
7.2e-07	0.947179
7.202e-07	0.947168
7.204e-07	0.947156
7.206e-07	0.947145
7.208e-07	0.947134
7.21e-07	0.947123
7.212e-07	0.947111
7.214e-07	0.9471
7.216e-07	0.947089
7.218e-07	0.947078
7.22e-07	0.947066
7.222e-07	0.947055
7.224e-07	0.947044
7.226e-07	0.947032
7.228e-07	0.947021
7.23e-07	0.94701
7.232e-07	0.946998
7.234e-07	0.946987
7.236e-07	0.946976
7.238e-07	0.946964
7.24e-07	0.946953
7.242e-07	0.946941
7.244e-07	0.94693
7.246e-07	0.946918
