depth	ratio(N/Ti)
1.0424e-06	0.899823
1.0426e-06	0.899764
1.0428e-06	0.899704
1.043e-06	0.899644
1.0432e-06	0.899584
1.0434e-06	0.899524
1.0436e-06	0.899464
1.0438e-06	0.899404
1.044e-06	0.899344
1.0442e-06	0.899284
1.0444e-06	0.899223
1.0446e-06	0.899163
1.0448e-06	0.899103
1.045e-06	0.899042
1.0452e-06	0.898982
1.0454e-06	0.898921
1.0456e-06	0.898861
1.0458e-06	0.8988
1.046e-06	0.898739
1.0462e-06	0.898678
1.0464e-06	0.898618
1.0466e-06	0.898557
1.0468e-06	0.898496
1.047e-06	0.898435
1.0472e-06	0.898374
1.0474e-06	0.898313
1.0476e-06	0.898251
1.0478e-06	0.89819
1.048e-06	0.898129
1.0482e-06	0.898067
1.0484e-06	0.898006
1.0486e-06	0.897945
1.0488e-06	0.897883
1.049e-06	0.897821
1.0492e-06	0.89776
1.0494e-06	0.897698
1.0496e-06	0.897636
1.0498e-06	0.897574
1.05e-06	0.897512
1.0502e-06	0.89745
1.0504e-06	0.897388
1.0506e-06	0.897326
1.0508e-06	0.897264
1.051e-06	0.897202
1.0512e-06	0.89714
1.0514e-06	0.897077
1.0516e-06	0.897015
1.0518e-06	0.896953
1.052e-06	0.89689
1.0522e-06	0.896828
1.0524e-06	0.896765
1.0526e-06	0.896702
1.0528e-06	0.896639
1.053e-06	0.896577
1.0532e-06	0.896514
1.0534e-06	0.896451
1.0536e-06	0.896388
1.0538e-06	0.896325
1.054e-06	0.896262
1.0542e-06	0.896199
1.0544e-06	0.896135
1.0546e-06	0.896072
1.0548e-06	0.896009
1.055e-06	0.895945
1.0552e-06	0.895882
1.0554e-06	0.895818
1.0556e-06	0.895755
1.0558e-06	0.895691
1.056e-06	0.895627
1.0562e-06	0.895563
1.0564e-06	0.8955
1.0566e-06	0.895436
1.0568e-06	0.895372
1.057e-06	0.895308
1.0572e-06	0.895244
1.0574e-06	0.89518
1.0576e-06	0.895115
1.0578e-06	0.895051
1.058e-06	0.894987
1.0582e-06	0.894922
1.0584e-06	0.894858
1.0586e-06	0.894793
1.0588e-06	0.894729
1.059e-06	0.894664
1.0592e-06	0.894599
1.0594e-06	0.894535
1.0596e-06	0.89447
1.0598e-06	0.894405
1.06e-06	0.89434
1.0602e-06	0.894275
1.0604e-06	0.89421
1.0606e-06	0.894145
1.0608e-06	0.89408
1.061e-06	0.894014
1.0612e-06	0.893949
1.0614e-06	0.893884
1.0616e-06	0.893818
1.0618e-06	0.893753
1.062e-06	0.893687
1.0622e-06	0.893621
1.0624e-06	0.893556
1.0626e-06	0.89349
1.0628e-06	0.893424
1.063e-06	0.893358
1.0632e-06	0.893292
1.0634e-06	0.893226
1.0636e-06	0.89316
1.0638e-06	0.893094
1.064e-06	0.893028
1.0642e-06	0.892961
1.0644e-06	0.892895
1.0646e-06	0.892829
1.0648e-06	0.892762
1.065e-06	0.892696
1.0652e-06	0.892629
1.0654e-06	0.892563
1.0656e-06	0.892496
1.0658e-06	0.892429
1.066e-06	0.892362
1.0662e-06	0.892295
1.0664e-06	0.892228
1.0666e-06	0.892161
1.0668e-06	0.892094
1.067e-06	0.892027
1.0672e-06	0.89196
1.0674e-06	0.891893
1.0676e-06	0.891825
1.0678e-06	0.891758
1.068e-06	0.89169
1.0682e-06	0.891623
1.0684e-06	0.891555
1.0686e-06	0.891487
1.0688e-06	0.89142
1.069e-06	0.891352
1.0692e-06	0.891284
1.0694e-06	0.891216
1.0696e-06	0.891148
1.0698e-06	0.89108
1.07e-06	0.891012
1.0702e-06	0.890944
1.0704e-06	0.890875
1.0706e-06	0.890807
1.0708e-06	0.890739
1.071e-06	0.89067
1.0712e-06	0.890602
1.0714e-06	0.890533
1.0716e-06	0.890465
1.0718e-06	0.890396
1.072e-06	0.890327
1.0722e-06	0.890258
1.0724e-06	0.890189
1.0726e-06	0.89012
1.0728e-06	0.890051
1.073e-06	0.889982
1.0732e-06	0.889913
1.0734e-06	0.889844
1.0736e-06	0.889775
1.0738e-06	0.889705
1.074e-06	0.889636
1.0742e-06	0.889566
1.0744e-06	0.889497
1.0746e-06	0.889427
1.0748e-06	0.889357
1.075e-06	0.889288
1.0752e-06	0.889218
1.0754e-06	0.889148
1.0756e-06	0.889078
1.0758e-06	0.889008
1.076e-06	0.888938
1.0762e-06	0.888868
1.0764e-06	0.888797
1.0766e-06	0.888727
1.0768e-06	0.888657
1.077e-06	0.888586
1.0772e-06	0.888516
1.0774e-06	0.888445
1.0776e-06	0.888375
1.0778e-06	0.888304
1.078e-06	0.888233
1.0782e-06	0.888162
1.0784e-06	0.888092
1.0786e-06	0.888021
1.0788e-06	0.88795
1.079e-06	0.887879
1.0792e-06	0.887807
1.0794e-06	0.887736
1.0796e-06	0.887665
1.0798e-06	0.887593
1.08e-06	0.887522
1.0802e-06	0.887451
1.0804e-06	0.887379
1.0806e-06	0.887307
1.0808e-06	0.887236
1.081e-06	0.887164
1.0812e-06	0.887092
1.0814e-06	0.88702
1.0816e-06	0.886948
1.0818e-06	0.886876
1.082e-06	0.886804
1.0822e-06	0.886732
1.0824e-06	0.88666
1.0826e-06	0.886587
1.0828e-06	0.886515
1.083e-06	0.886443
1.0832e-06	0.88637
1.0834e-06	0.886298
1.0836e-06	0.886225
1.0838e-06	0.886152
1.084e-06	0.886079
1.0842e-06	0.886007
1.0844e-06	0.885934
1.0846e-06	0.885861
1.0848e-06	0.885788
1.085e-06	0.885714
1.0852e-06	0.885641
1.0854e-06	0.885568
1.0856e-06	0.885495
1.0858e-06	0.885421
1.086e-06	0.885348
1.0862e-06	0.885274
1.0864e-06	0.885201
1.0866e-06	0.885127
1.0868e-06	0.885053
1.087e-06	0.884979
1.0872e-06	0.884906
1.0874e-06	0.884832
1.0876e-06	0.884758
1.0878e-06	0.884684
1.088e-06	0.884609
1.0882e-06	0.884535
1.0884e-06	0.884461
1.0886e-06	0.884386
1.0888e-06	0.884312
1.089e-06	0.884238
1.0892e-06	0.884163
1.0894e-06	0.884088
1.0896e-06	0.884014
1.0898e-06	0.883939
1.09e-06	0.883864
1.0902e-06	0.883789
1.0904e-06	0.883714
1.0906e-06	0.883639
1.0908e-06	0.883564
1.091e-06	0.883489
1.0912e-06	0.883413
1.0914e-06	0.883338
1.0916e-06	0.883263
1.0918e-06	0.883187
1.092e-06	0.883112
1.0922e-06	0.883036
1.0924e-06	0.88296
1.0926e-06	0.882885
1.0928e-06	0.882809
1.093e-06	0.882733
1.0932e-06	0.882657
1.0934e-06	0.882581
1.0936e-06	0.882505
1.0938e-06	0.882428
1.094e-06	0.882352
1.0942e-06	0.882276
1.0944e-06	0.882199
1.0946e-06	0.882123
1.0948e-06	0.882046
1.095e-06	0.88197
1.0952e-06	0.881893
1.0954e-06	0.881816
1.0956e-06	0.88174
1.0958e-06	0.881663
1.096e-06	0.881586
1.0962e-06	0.881509
1.0964e-06	0.881432
1.0966e-06	0.881354
1.0968e-06	0.881277
1.097e-06	0.8812
1.0972e-06	0.881122
1.0974e-06	0.881045
1.0976e-06	0.880967
1.0978e-06	0.88089
1.098e-06	0.880812
1.0982e-06	0.880734
1.0984e-06	0.880656
1.0986e-06	0.880579
1.0988e-06	0.880501
1.099e-06	0.880422
1.0992e-06	0.880344
1.0994e-06	0.880266
1.0996e-06	0.880188
1.0998e-06	0.88011
1.1e-06	0.880031
1.1002e-06	0.879953
1.1004e-06	0.879874
1.1006e-06	0.879795
1.1008e-06	0.879717
1.101e-06	0.879638
1.1012e-06	0.879559
1.1014e-06	0.87948
1.1016e-06	0.879401
1.1018e-06	0.879322
1.102e-06	0.879243
1.1022e-06	0.879164
1.1024e-06	0.879085
1.1026e-06	0.879005
1.1028e-06	0.878926
1.103e-06	0.878846
1.1032e-06	0.878767
1.1034e-06	0.878687
1.1036e-06	0.878607
1.1038e-06	0.878528
1.104e-06	0.878448
1.1042e-06	0.878368
1.1044e-06	0.878288
1.1046e-06	0.878208
1.1048e-06	0.878127
1.105e-06	0.878047
1.1052e-06	0.877967
1.1054e-06	0.877886
1.1056e-06	0.877806
1.1058e-06	0.877725
1.106e-06	0.877645
1.1062e-06	0.877564
1.1064e-06	0.877483
1.1066e-06	0.877403
1.1068e-06	0.877322
1.107e-06	0.877241
1.1072e-06	0.87716
1.1074e-06	0.877079
1.1076e-06	0.876997
1.1078e-06	0.876916
1.108e-06	0.876835
1.1082e-06	0.876753
1.1084e-06	0.876672
1.1086e-06	0.87659
1.1088e-06	0.876509
1.109e-06	0.876427
1.1092e-06	0.876345
1.1094e-06	0.876263
1.1096e-06	0.876181
1.1098e-06	0.876099
1.11e-06	0.876017
1.1102e-06	0.875935
1.1104e-06	0.875853
1.1106e-06	0.87577
1.1108e-06	0.875688
1.111e-06	0.875605
1.1112e-06	0.875523
1.1114e-06	0.87544
1.1116e-06	0.875358
1.1118e-06	0.875275
1.112e-06	0.875192
1.1122e-06	0.875109
1.1124e-06	0.875026
1.1126e-06	0.874943
1.1128e-06	0.87486
1.113e-06	0.874776
1.1132e-06	0.874693
1.1134e-06	0.87461
1.1136e-06	0.874526
1.1138e-06	0.874443
1.114e-06	0.874359
1.1142e-06	0.874275
1.1144e-06	0.874192
1.1146e-06	0.874108
1.1148e-06	0.874024
1.115e-06	0.87394
1.1152e-06	0.873856
1.1154e-06	0.873772
1.1156e-06	0.873687
1.1158e-06	0.873603
1.116e-06	0.873519
1.1162e-06	0.873434
1.1164e-06	0.87335
1.1166e-06	0.873265
1.1168e-06	0.873181
1.117e-06	0.873096
1.1172e-06	0.873011
1.1174e-06	0.872926
1.1176e-06	0.872841
1.1178e-06	0.872756
1.118e-06	0.872671
1.1182e-06	0.872586
1.1184e-06	0.8725
1.1186e-06	0.872415
1.1188e-06	0.872329
1.119e-06	0.872244
1.1192e-06	0.872158
1.1194e-06	0.872073
1.1196e-06	0.871987
1.1198e-06	0.871901
1.12e-06	0.871815
1.1202e-06	0.871729
1.1204e-06	0.871643
1.1206e-06	0.871557
1.1208e-06	0.871471
1.121e-06	0.871384
1.1212e-06	0.871298
1.1214e-06	0.871211
1.1216e-06	0.871125
1.1218e-06	0.871038
1.122e-06	0.870951
1.1222e-06	0.870865
1.1224e-06	0.870778
1.1226e-06	0.870691
1.1228e-06	0.870604
1.123e-06	0.870517
1.1232e-06	0.87043
1.1234e-06	0.870342
1.1236e-06	0.870255
1.1238e-06	0.870168
1.124e-06	0.87008
1.1242e-06	0.869992
1.1244e-06	0.869905
1.1246e-06	0.869817
1.1248e-06	0.869729
1.125e-06	0.869641
1.1252e-06	0.869553
1.1254e-06	0.869465
1.1256e-06	0.869377
1.1258e-06	0.869289
1.126e-06	0.869201
1.1262e-06	0.869112
1.1264e-06	0.869024
1.1266e-06	0.868935
1.1268e-06	0.868847
1.127e-06	0.868758
1.1272e-06	0.868669
1.1274e-06	0.868581
1.1276e-06	0.868492
1.1278e-06	0.868403
1.128e-06	0.868314
1.1282e-06	0.868224
1.1284e-06	0.868135
1.1286e-06	0.868046
1.1288e-06	0.867956
1.129e-06	0.867867
1.1292e-06	0.867777
1.1294e-06	0.867688
1.1296e-06	0.867598
1.1298e-06	0.867508
1.13e-06	0.867418
1.1302e-06	0.867328
1.1304e-06	0.867238
1.1306e-06	0.867148
1.1308e-06	0.867058
1.131e-06	0.866968
1.1312e-06	0.866877
1.1314e-06	0.866787
1.1316e-06	0.866696
1.1318e-06	0.866606
1.132e-06	0.866515
1.1322e-06	0.866424
1.1324e-06	0.866333
1.1326e-06	0.866243
1.1328e-06	0.866152
1.133e-06	0.86606
1.1332e-06	0.865969
1.1334e-06	0.865878
1.1336e-06	0.865787
1.1338e-06	0.865695
1.134e-06	0.865604
1.1342e-06	0.865512
1.1344e-06	0.86542
1.1346e-06	0.865329
1.1348e-06	0.865237
1.135e-06	0.865145
1.1352e-06	0.865053
1.1354e-06	0.864961
1.1356e-06	0.864869
1.1358e-06	0.864777
1.136e-06	0.864684
1.1362e-06	0.864592
1.1364e-06	0.864499
1.1366e-06	0.864407
1.1368e-06	0.864314
1.137e-06	0.864221
1.1372e-06	0.864129
1.1374e-06	0.864036
1.1376e-06	0.863943
1.1378e-06	0.86385
1.138e-06	0.863756
1.1382e-06	0.863663
1.1384e-06	0.86357
1.1386e-06	0.863477
1.1388e-06	0.863383
1.139e-06	0.863289
1.1392e-06	0.863196
1.1394e-06	0.863102
1.1396e-06	0.863008
1.1398e-06	0.862914
1.14e-06	0.86282
1.1402e-06	0.862726
1.1404e-06	0.862632
1.1406e-06	0.862538
1.1408e-06	0.862444
1.141e-06	0.862349
1.1412e-06	0.862255
1.1414e-06	0.86216
1.1416e-06	0.862066
1.1418e-06	0.861971
1.142e-06	0.861876
1.1422e-06	0.861781
1.1424e-06	0.861686
1.1426e-06	0.861591
1.1428e-06	0.861496
1.143e-06	0.861401
1.1432e-06	0.861305
1.1434e-06	0.86121
1.1436e-06	0.861115
1.1438e-06	0.861019
1.144e-06	0.860923
1.1442e-06	0.860828
1.1444e-06	0.860732
1.1446e-06	0.860636
1.1448e-06	0.86054
1.145e-06	0.860444
1.1452e-06	0.860348
1.1454e-06	0.860252
1.1456e-06	0.860155
1.1458e-06	0.860059
1.146e-06	0.859962
1.1462e-06	0.859866
1.1464e-06	0.859769
1.1466e-06	0.859672
1.1468e-06	0.859575
1.147e-06	0.859479
1.1472e-06	0.859382
1.1474e-06	0.859284
1.1476e-06	0.859187
1.1478e-06	0.85909
1.148e-06	0.858993
1.1482e-06	0.858895
1.1484e-06	0.858798
1.1486e-06	0.8587
1.1488e-06	0.858602
1.149e-06	0.858505
1.1492e-06	0.858407
1.1494e-06	0.858309
1.1496e-06	0.858211
1.1498e-06	0.858113
1.15e-06	0.858015
1.1502e-06	0.857916
1.1504e-06	0.857818
1.1506e-06	0.857719
1.1508e-06	0.857621
1.151e-06	0.857522
1.1512e-06	0.857424
1.1514e-06	0.857325
1.1516e-06	0.857226
1.1518e-06	0.857127
1.152e-06	0.857028
1.1522e-06	0.856929
1.1524e-06	0.856829
1.1526e-06	0.85673
1.1528e-06	0.856631
1.153e-06	0.856531
1.1532e-06	0.856432
1.1534e-06	0.856332
1.1536e-06	0.856232
1.1538e-06	0.856132
1.154e-06	0.856032
1.1542e-06	0.855932
1.1544e-06	0.855832
1.1546e-06	0.855732
1.1548e-06	0.855632
1.155e-06	0.855532
1.1552e-06	0.855431
1.1554e-06	0.855331
1.1556e-06	0.85523
1.1558e-06	0.855129
1.156e-06	0.855028
1.1562e-06	0.854928
1.1564e-06	0.854827
1.1566e-06	0.854726
1.1568e-06	0.854624
1.157e-06	0.854523
1.1572e-06	0.854422
1.1574e-06	0.85432
1.1576e-06	0.854219
1.1578e-06	0.854117
1.158e-06	0.854016
1.1582e-06	0.853914
1.1584e-06	0.853812
1.1586e-06	0.85371
1.1588e-06	0.853608
1.159e-06	0.853506
1.1592e-06	0.853404
1.1594e-06	0.853302
1.1596e-06	0.853199
1.1598e-06	0.853097
1.16e-06	0.852994
1.1602e-06	0.852891
1.1604e-06	0.852789
1.1606e-06	0.852686
1.1608e-06	0.852583
1.161e-06	0.85248
1.1612e-06	0.852377
1.1614e-06	0.852274
1.1616e-06	0.85217
1.1618e-06	0.852067
1.162e-06	0.851964
1.1622e-06	0.85186
1.1624e-06	0.851757
1.1626e-06	0.851653
1.1628e-06	0.851549
1.163e-06	0.851445
1.1632e-06	0.851341
1.1634e-06	0.851237
1.1636e-06	0.851133
1.1638e-06	0.851029
1.164e-06	0.850924
1.1642e-06	0.85082
1.1644e-06	0.850715
1.1646e-06	0.850611
1.1648e-06	0.850506
1.165e-06	0.850401
1.1652e-06	0.850296
1.1654e-06	0.850192
1.1656e-06	0.850086
1.1658e-06	0.849981
1.166e-06	0.849876
1.1662e-06	0.849771
1.1664e-06	0.849665
1.1666e-06	0.84956
1.1668e-06	0.849454
1.167e-06	0.849349
1.1672e-06	0.849243
1.1674e-06	0.849137
1.1676e-06	0.849031
1.1678e-06	0.848925
1.168e-06	0.848819
1.1682e-06	0.848713
1.1684e-06	0.848606
1.1686e-06	0.8485
1.1688e-06	0.848393
1.169e-06	0.848287
1.1692e-06	0.84818
1.1694e-06	0.848073
1.1696e-06	0.847967
1.1698e-06	0.84786
1.17e-06	0.847753
1.1702e-06	0.847645
1.1704e-06	0.847538
1.1706e-06	0.847431
1.1708e-06	0.847323
1.171e-06	0.847216
1.1712e-06	0.847108
1.1714e-06	0.847001
1.1716e-06	0.846893
1.1718e-06	0.846785
1.172e-06	0.846677
1.1722e-06	0.846569
1.1724e-06	0.846461
1.1726e-06	0.846353
1.1728e-06	0.846244
1.173e-06	0.846136
1.1732e-06	0.846027
1.1734e-06	0.845919
1.1736e-06	0.84581
1.1738e-06	0.845701
1.174e-06	0.845593
1.1742e-06	0.845484
1.1744e-06	0.845375
1.1746e-06	0.845265
1.1748e-06	0.845156
1.175e-06	0.845047
1.1752e-06	0.844937
1.1754e-06	0.844828
1.1756e-06	0.844718
1.1758e-06	0.844609
1.176e-06	0.844499
1.1762e-06	0.844389
1.1764e-06	0.844279
1.1766e-06	0.844169
1.1768e-06	0.844059
1.177e-06	0.843948
1.1772e-06	0.843838
1.1774e-06	0.843728
1.1776e-06	0.843617
1.1778e-06	0.843506
1.178e-06	0.843396
1.1782e-06	0.843285
1.1784e-06	0.843174
1.1786e-06	0.843063
1.1788e-06	0.842952
1.179e-06	0.842841
1.1792e-06	0.842729
1.1794e-06	0.842618
1.1796e-06	0.842507
1.1798e-06	0.842395
1.18e-06	0.842283
1.1802e-06	0.842172
1.1804e-06	0.84206
1.1806e-06	0.841948
1.1808e-06	0.841836
1.181e-06	0.841724
1.1812e-06	0.841612
1.1814e-06	0.841499
1.1816e-06	0.841387
1.1818e-06	0.841274
1.182e-06	0.841162
1.1822e-06	0.841049
1.1824e-06	0.840936
1.1826e-06	0.840823
1.1828e-06	0.84071
1.183e-06	0.840597
1.1832e-06	0.840484
1.1834e-06	0.840371
1.1836e-06	0.840258
1.1838e-06	0.840144
1.184e-06	0.840031
1.1842e-06	0.839917
1.1844e-06	0.839803
1.1846e-06	0.839689
1.1848e-06	0.839576
1.185e-06	0.839462
1.1852e-06	0.839347
1.1854e-06	0.839233
1.1856e-06	0.839119
1.1858e-06	0.839005
1.186e-06	0.83889
1.1862e-06	0.838775
1.1864e-06	0.838661
1.1866e-06	0.838546
1.1868e-06	0.838431
1.187e-06	0.838316
1.1872e-06	0.838201
1.1874e-06	0.838086
1.1876e-06	0.837971
1.1878e-06	0.837855
1.188e-06	0.83774
1.1882e-06	0.837624
1.1884e-06	0.837509
1.1886e-06	0.837393
1.1888e-06	0.837277
1.189e-06	0.837161
1.1892e-06	0.837045
1.1894e-06	0.836929
1.1896e-06	0.836813
1.1898e-06	0.836697
1.19e-06	0.83658
1.1902e-06	0.836464
1.1904e-06	0.836347
1.1906e-06	0.836231
1.1908e-06	0.836114
1.191e-06	0.835997
1.1912e-06	0.83588
1.1914e-06	0.835763
1.1916e-06	0.835646
1.1918e-06	0.835529
1.192e-06	0.835411
1.1922e-06	0.835294
1.1924e-06	0.835176
1.1926e-06	0.835059
1.1928e-06	0.834941
1.193e-06	0.834823
1.1932e-06	0.834705
1.1934e-06	0.834587
1.1936e-06	0.834469
1.1938e-06	0.834351
1.194e-06	0.834232
1.1942e-06	0.834114
1.1944e-06	0.833995
1.1946e-06	0.833877
1.1948e-06	0.833758
1.195e-06	0.833639
1.1952e-06	0.83352
1.1954e-06	0.833401
1.1956e-06	0.833282
1.1958e-06	0.833163
1.196e-06	0.833044
1.1962e-06	0.832924
1.1964e-06	0.832805
1.1966e-06	0.832685
1.1968e-06	0.832566
1.197e-06	0.832446
1.1972e-06	0.832326
1.1974e-06	0.832206
1.1976e-06	0.832086
1.1978e-06	0.831966
1.198e-06	0.831846
1.1982e-06	0.831725
1.1984e-06	0.831605
1.1986e-06	0.831484
1.1988e-06	0.831364
1.199e-06	0.831243
1.1992e-06	0.831122
1.1994e-06	0.831001
1.1996e-06	0.83088
1.1998e-06	0.830759
1.2e-06	0.830638
1.2002e-06	0.830516
1.2004e-06	0.830395
1.2006e-06	0.830273
1.2008e-06	0.830152
1.201e-06	0.83003
1.2012e-06	0.829908
1.2014e-06	0.829786
1.2016e-06	0.829664
1.2018e-06	0.829542
1.202e-06	0.82942
1.2022e-06	0.829297
1.2024e-06	0.829175
1.2026e-06	0.829052
1.2028e-06	0.82893
1.203e-06	0.828807
1.2032e-06	0.828684
1.2034e-06	0.828561
1.2036e-06	0.828438
1.2038e-06	0.828315
1.204e-06	0.828192
1.2042e-06	0.828069
1.2044e-06	0.827945
1.2046e-06	0.827822
1.2048e-06	0.827698
1.205e-06	0.827574
1.2052e-06	0.82745
1.2054e-06	0.827326
1.2056e-06	0.827202
1.2058e-06	0.827078
1.206e-06	0.826954
1.2062e-06	0.82683
1.2064e-06	0.826705
1.2066e-06	0.826581
1.2068e-06	0.826456
1.207e-06	0.826332
1.2072e-06	0.826207
1.2074e-06	0.826082
1.2076e-06	0.825957
1.2078e-06	0.825832
1.208e-06	0.825706
1.2082e-06	0.825581
1.2084e-06	0.825456
1.2086e-06	0.82533
1.2088e-06	0.825205
1.209e-06	0.825079
1.2092e-06	0.824953
1.2094e-06	0.824827
1.2096e-06	0.824701
1.2098e-06	0.824575
1.21e-06	0.824449
1.2102e-06	0.824322
1.2104e-06	0.824196
1.2106e-06	0.82407
1.2108e-06	0.823943
1.211e-06	0.823816
1.2112e-06	0.823689
1.2114e-06	0.823562
1.2116e-06	0.823435
1.2118e-06	0.823308
1.212e-06	0.823181
1.2122e-06	0.823054
1.2124e-06	0.822926
1.2126e-06	0.822799
1.2128e-06	0.822671
1.213e-06	0.822543
1.2132e-06	0.822416
1.2134e-06	0.822288
1.2136e-06	0.82216
1.2138e-06	0.822031
1.214e-06	0.821903
1.2142e-06	0.821775
1.2144e-06	0.821646
1.2146e-06	0.821518
1.2148e-06	0.821389
1.215e-06	0.821261
1.2152e-06	0.821132
1.2154e-06	0.821003
1.2156e-06	0.820874
1.2158e-06	0.820745
1.216e-06	0.820615
1.2162e-06	0.820486
1.2164e-06	0.820356
1.2166e-06	0.820227
1.2168e-06	0.820097
1.217e-06	0.819967
1.2172e-06	0.819838
1.2174e-06	0.819708
1.2176e-06	0.819578
1.2178e-06	0.819447
1.218e-06	0.819317
1.2182e-06	0.819187
1.2184e-06	0.819056
1.2186e-06	0.818926
1.2188e-06	0.818795
1.219e-06	0.818664
1.2192e-06	0.818533
1.2194e-06	0.818402
1.2196e-06	0.818271
1.2198e-06	0.81814
1.22e-06	0.818009
1.2202e-06	0.817877
1.2204e-06	0.817746
1.2206e-06	0.817614
1.2208e-06	0.817482
1.221e-06	0.817351
1.2212e-06	0.817219
1.2214e-06	0.817087
1.2216e-06	0.816955
1.2218e-06	0.816822
1.222e-06	0.81669
1.2222e-06	0.816558
1.2224e-06	0.816425
1.2226e-06	0.816292
1.2228e-06	0.81616
1.223e-06	0.816027
1.2232e-06	0.815894
1.2234e-06	0.815761
1.2236e-06	0.815628
1.2238e-06	0.815494
1.224e-06	0.815361
1.2242e-06	0.815228
1.2244e-06	0.815094
1.2246e-06	0.81496
1.2248e-06	0.814827
1.225e-06	0.814693
1.2252e-06	0.814559
1.2254e-06	0.814425
1.2256e-06	0.814291
1.2258e-06	0.814156
1.226e-06	0.814022
1.2262e-06	0.813887
1.2264e-06	0.813753
1.2266e-06	0.813618
1.2268e-06	0.813483
1.227e-06	0.813348
1.2272e-06	0.813213
1.2274e-06	0.813078
1.2276e-06	0.812943
1.2278e-06	0.812808
1.228e-06	0.812672
1.2282e-06	0.812537
1.2284e-06	0.812401
1.2286e-06	0.812265
1.2288e-06	0.812129
1.229e-06	0.811993
1.2292e-06	0.811857
1.2294e-06	0.811721
1.2296e-06	0.811585
1.2298e-06	0.811449
1.23e-06	0.811312
1.2302e-06	0.811175
1.2304e-06	0.811039
1.2306e-06	0.810902
1.2308e-06	0.810765
1.231e-06	0.810628
1.2312e-06	0.810491
1.2314e-06	0.810354
1.2316e-06	0.810216
1.2318e-06	0.810079
1.232e-06	0.809941
1.2322e-06	0.809804
1.2324e-06	0.809666
1.2326e-06	0.809528
1.2328e-06	0.80939
1.233e-06	0.809252
1.2332e-06	0.809114
1.2334e-06	0.808976
1.2336e-06	0.808837
1.2338e-06	0.808699
1.234e-06	0.80856
1.2342e-06	0.808422
1.2344e-06	0.808283
1.2346e-06	0.808144
1.2348e-06	0.808005
1.235e-06	0.807866
1.2352e-06	0.807727
1.2354e-06	0.807587
1.2356e-06	0.807448
1.2358e-06	0.807308
1.236e-06	0.807169
1.2362e-06	0.807029
1.2364e-06	0.806889
1.2366e-06	0.806749
1.2368e-06	0.806609
1.237e-06	0.806469
1.2372e-06	0.806329
1.2374e-06	0.806188
1.2376e-06	0.806048
1.2378e-06	0.805907
1.238e-06	0.805767
1.2382e-06	0.805626
1.2384e-06	0.805485
1.2386e-06	0.805344
1.2388e-06	0.805203
1.239e-06	0.805062
1.2392e-06	0.80492
1.2394e-06	0.804779
1.2396e-06	0.804637
1.2398e-06	0.804496
1.24e-06	0.804354
1.2402e-06	0.804212
1.2404e-06	0.80407
1.2406e-06	0.803928
1.2408e-06	0.803786
1.241e-06	0.803644
1.2412e-06	0.803501
1.2414e-06	0.803359
1.2416e-06	0.803216
1.2418e-06	0.803073
1.242e-06	0.80293
1.2422e-06	0.802788
1.2424e-06	0.802645
1.2426e-06	0.802501
1.2428e-06	0.802358
1.243e-06	0.802215
1.2432e-06	0.802071
1.2434e-06	0.801928
1.2436e-06	0.801784
1.2438e-06	0.80164
1.244e-06	0.801496
1.2442e-06	0.801352
1.2444e-06	0.801208
1.2446e-06	0.801064
1.2448e-06	0.80092
1.245e-06	0.800775
1.2452e-06	0.800631
1.2454e-06	0.800486
1.2456e-06	0.800341
1.2458e-06	0.800197
1.246e-06	0.800052
1.2462e-06	0.799907
1.2464e-06	0.799761
1.2466e-06	0.799616
1.2468e-06	0.799471
1.247e-06	0.799325
1.2472e-06	0.79918
1.2474e-06	0.799034
1.2476e-06	0.798888
1.2478e-06	0.798742
1.248e-06	0.798596
1.2482e-06	0.79845
1.2484e-06	0.798304
1.2486e-06	0.798157
1.2488e-06	0.798011
1.249e-06	0.797864
1.2492e-06	0.797718
1.2494e-06	0.797571
1.2496e-06	0.797424
1.2498e-06	0.797277
1.25e-06	0.79713
1.2502e-06	0.796983
1.2504e-06	0.796835
1.2506e-06	0.796688
1.2508e-06	0.79654
1.251e-06	0.796393
1.2512e-06	0.796245
1.2514e-06	0.796097
1.2516e-06	0.795949
1.2518e-06	0.795801
1.252e-06	0.795653
1.2522e-06	0.795504
1.2524e-06	0.795356
1.2526e-06	0.795208
1.2528e-06	0.795059
1.253e-06	0.79491
1.2532e-06	0.794761
1.2534e-06	0.794612
1.2536e-06	0.794463
1.2538e-06	0.794314
1.254e-06	0.794165
1.2542e-06	0.794016
1.2544e-06	0.793866
1.2546e-06	0.793716
1.2548e-06	0.793567
1.255e-06	0.793417
1.2552e-06	0.793267
1.2554e-06	0.793117
1.2556e-06	0.792967
1.2558e-06	0.792817
1.256e-06	0.792666
1.2562e-06	0.792516
1.2564e-06	0.792365
1.2566e-06	0.792214
1.2568e-06	0.792064
1.257e-06	0.791913
1.2572e-06	0.791762
1.2574e-06	0.791611
1.2576e-06	0.791459
1.2578e-06	0.791308
1.258e-06	0.791157
1.2582e-06	0.791005
1.2584e-06	0.790853
1.2586e-06	0.790702
1.2588e-06	0.79055
1.259e-06	0.790398
1.2592e-06	0.790246
1.2594e-06	0.790093
1.2596e-06	0.789941
1.2598e-06	0.789789
1.26e-06	0.789636
1.2602e-06	0.789483
1.2604e-06	0.789331
1.2606e-06	0.789178
